"","Provinces","intermon_06_mean","premon_06_mean","mon_06_mean","postmon_06_mean","intermon_07_mean","premon_07_mean","mon_07_mean","postmon_07_mean","intermon_08_mean","premon_08_mean","mon_08_mean","postmon_08_mean","intermon_09_mean","premon_09_mean","mon_09_mean","postmon_09_mean","intermon_10_mean","premon_10_mean","mon_10_mean","postmon_10_mean","intermon_11_mean","premon_11_mean","mon_11_mean","postmon_11_mean","intermon_12_mean","premon_12_mean","mon_12_mean","postmon_12_mean","intermon_13_mean","premon_13_mean","mon_13_mean","postmon_13_mean","intermon_14_mean","premon_14_mean","mon_14_mean","postmon_14_mean","intermon_15_mean","premon_15_mean","mon_15_mean","postmon_15_mean","intermon_16_mean","premon_16_mean","mon_16_mean","postmon_16_mean","intermon_17_mean","premon_17_mean","mon_17_mean","postmon_17_mean","intermon_18_mean","premon_18_mean","mon_18_mean","postmon_18_mean","intermon_19_mean","premon_19_mean","mon_19_mean","postmon_19_mean","intermon_20_mean","premon_20_mean","mon_20_mean","postmon_20_mean"
"26","Nakhon Nayok",1.81089434035155,8.18255961195888,8.65205073723521,5.23147253879338,2.53538490458129,10.6346351456081,25.0246258270091,12.1633639477893,10.2063641026105,11.5224309945447,11.0257744861592,4.56923987714705,1.45190223394887,1.05512778916437,2.27511929538566,2.96754690702478,1.97095456739397,2.3637774739886,5.51548077264006,2.3637774739886,0.914408730252037,8.22967857226834,19.0066386073816,6.66212074897913,2.21466576224954,3.64462320453495,5.46693480680243,8.39564988187516,6.74645838771161,15.2869542686877,17.0034978624174,2.13758258841819,1.03192512328616,2.8360346563435,4.83414998240369,3.09385598873836,1.67682211346173,3.48353834601599,34.3515586898799,11.224734670496,4.11493120723042,1.28530409009468,3.66311665676983,0.578386840542604,0.384477859842441,1.66607072598391,1.73015036929098,0,0.895174561723351,8.69283978457098,49.5683621539323,9.01242948253314,6.1499536673793,11.7911983830678,15.1875761781906,9.03564658702481,7.29814083566609,11.7752614556015,15.1670487227041,9.02343405021637
"27","Nakhon Pathom",5.17467537937591,4.17183131360538,12.0642141112194,12.1544700771388,5.92830864288443,3.87229793618374,19.8257703008183,19.736865501263,9.82564157122155,12.2148019910127,44.4841947509237,26.4262543074795,9.30988768274815,4.76607854032451,15.7513083466822,16.3906603459941,8.83282345044944,7.23580089539187,16.5114818304421,26.6723937260988,12.8647050344028,7.50805686914791,19.2370137294538,17.0360478198432,6.40789978575147,4.79869656821404,14.3960897046421,19.7237764457301,14.6415667901419,9.46426640899921,14.1402873620621,10.1563175100525,5.87402303050077,3.44696455853279,7.08851582601502,14.343820259701,12.7353798612535,11.0127939937179,40.634999911603,44.1432561922105,20.842546650206,4.27869909993725,6.17120062490949,4.55297468326656,2.69576300839176,2.79882042441022,13.6578801879499,16.5748326432605,12.7335602758421,14.3835889409403,40.4606371531363,43.6398813082182,30.4204224505159,8.1095161189304,22.1835089369402,32.4199628772418,24.0838162356036,8.0968352579583,22.148820554973,32.3692677388467
"28","Nakhon Phanom",0.286900825557126,3.29935949390694,4.80558882808185,0.50207644472497,0.28643746959018,3.62233877256097,0.929415869275513,NA,NA,1.4747368070521,1.81963493128202,NA,NA,1.65862942237993,6.43311268823074,3.69637414130385,1.46638858318673,13.6688007022642,23.4474323465311,2.19930530330549,0.283063813596472,1.55290463753794,6.21161855015176,1.12938519093668,0.282180140026767,2.43836104624445,6.85789044256253,5.6269870297949,5.52146151608841,39.9995700980784,48.434058886283,2.45324466138915,0.0465940451878369,1.39782135563511,3.80906319410567,0.629019610035798,0.418771579997881,4.6033258331671,20.5057241659262,9.83437791631154,2.32364050860473,2.87825358713959,7.69468600110302,1.67124401833912,0.324719334093713,1.90135404232507,3.19983972976658,0.695617332557952,0.185430244633041,2.50300360432519,2.92017087171272,0.695278778979219,1.20777607930584,16.592280267317,22.2043750636154,1.32459380285304,1.11566656200605,16.5960058016289,22.2093607051211,1.32489121945777
"29","Nakhon Ratchasima",0.567962823112092,3.76030558750074,10.8696333388693,6.36510060384241,1.61574729898368,2.39105402729518,9.40502908834178,2.923843239899,1.27074991840689,4.53727801691394,10.6561215140093,5.44473362029672,0.736109345078725,4.95722649374208,9.34321009074436,5.69306480140692,3.14706043946713,9.36052527245124,39.6855327666734,10.1921421871525,2.13408195461722,4.48516633751953,16.5214305732773,5.92041956552578,2.7617160400363,6.27035951253127,17.5276342789189,17.4893225100032,10.496982376476,17.7318699579765,44.1706731915878,7.47944012574618,0.939562933627478,1.22995708844558,4.53625926176707,4.08929031983195,1.8883066945931,5.99166107719426,41.0042429320884,39.0281348389757,8.55195424360683,3.19538127213559,7.72953888753748,4.37628304662049,1.19762094510283,3.27488792010987,11.8651708490134,2.66399536578168,0.843312865496296,4.37913162574884,20.8763774917165,15.5534674983493,9.21056165989941,18.8996408815056,52.3126362644486,36.4384569842022,9.78303595135117,18.8928463053666,52.2938294420144,36.42535705961
"30","Nakhon Sawan",5.26226083490192,4.93628007521773,15.9497728845479,6.42647783377403,2.94862664596534,5.18196292134866,20.2236187664011,14.2426406041858,10.6835413271947,17.6784717846619,35.8618208390967,12.3966788085766,3.10564862220707,6.86232042689222,11.2715941853479,8.61671456317915,3.76076223367977,2.14615101811538,8.49129315863042,6.85835216658611,5.18857973936913,19.1301911994288,40.0150184423118,7.36015473094908,2.11205911155781,3.82055683218064,23.785295888149,35.922552653796,18.4231319716256,14.6041286803958,22.6519357617203,7.3176006473047,1.80301387457722,2.98523614150766,9.02567489658956,4.99094167408311,2.46396023416581,10.9084146385298,46.3216919607485,51.5258496607921,11.3526451322629,3.34793282357145,5.6085697067774,2.81601826281711,0.970848204291994,1.40982213683922,8.12997432243948,5.54530040490092,2.60588219395044,11.3848614679364,39.8863275047246,29.4371003701338,15.7986964691373,7.14531978350001,14.1544619478078,11.5350453904036,10.908589007626,7.18177028383129,14.226668264047,11.5938892474407
"31","Nakhon Si Thammarat",6.46982044423446,4.18049936396688,2.78699957597792,1.92435685007999,3.6832446881025,6.80693355573722,8.194754960305,3.89911727949996,5.89376558579416,8.83614166577096,15.4797332540279,14.1773914786624,9.27383981654405,8.88853276376666,7.5202241486548,4.86023220087734,7.47283235395123,15.3334936578966,66.5761946855684,26.9646694026687,8.53331190214475,4.97322169862233,4.12082452975366,3.42044723813545,3.05143523585706,3.97792338995172,12.2742717643755,20.7543829040959,27.9360993802706,29.0046433268649,31.9438666484069,7.13811378088768,4.81210156990504,6.74168400395913,27.9382685036682,25.1846985243441,9.69744398549702,5.16801850021959,14.7320693346509,16.2760416666667,14.584969752979,3.93798023561963,14.0932607888887,19.9681280425713,16.8873144138999,14.974476101612,16.966444570193,16.6940842701994,12.4459621114501,14.3626003861469,27.7541780121606,25.3212858219366,20.8763527052129,13.6925554844059,34.3066225323575,24.1500566510675,17.5083942186609,13.7047249244411,34.3371129975009,24.1715203337671
"32","Nan",NA,0.768079723882322,3.61346597371911,2.93266803664159,NA,0.980425112328706,2.83622978923661,0.735318834246529,0.280230419758691,2.66322409909436,10.8806721416947,1.57690900604272,0.350203830508954,NA,4.88073171090114,NA,0.349727011393051,2.65764745047684,10.2808993478972,3.88156403951222,0.34937976316369,0.837392944545746,1.57011177102327,0.104674118068218,0.139530592960236,1.25546125646563,7.68970019585196,3.76638376939688,3.27619814129394,7.87570602568177,35.96340096683,3.76361172908686,0.13921076183709,9.10636653194805,16.9962337180252,0.312814117509666,0.139028496670963,7.15402973298105,20.0555930621192,3.33391676876787,1.18082993198626,2.29244036528995,6.35631192194032,3.43866054793493,2.64236555873383,5.98482776570374,11.534711653086,4.17546123188633,1.18448885829551,6.76108486834355,16.101140253478,1.56829288183227,1.25792401400305,3.98550952641659,15.102983468526,8.91495551961605,1.33038096520386,3.9926451273969,15.1300236406619,8.93091673233517
"33","Narathiwat",1.1946306272373,0.936965197833174,2.24871647479962,2.81089559349952,4.36705646717873,7.22292445098829,32.5031600294473,21.182614976456,8.40677820391453,5.76866816560473,11.6060109522286,9.61444694267455,5.67206958062494,3.30094786944163,3.76443712508241,9.29239434479802,8.58866655587896,13.6478219681765,85.8340960057374,27.295643936353,5.57718686856143,2.42057115797043,3.72988010250899,2.77265423549341,4.71844769719255,2.69748763832782,3.49150617702915,7.24405954486422,12.4252989855057,8.43229448325738,26.135810707035,16.778545145257,7.94382750232141,2.76684519203183,17.5269001202939,20.4320875719273,6.18737018193162,3.67236896924201,9.78243113358432,18.615111671675,11.8039657200083,4.60498250734599,17.8652389546355,40.3773238939565,31.6633670123702,11.1737784235585,7.32110946896722,4.67304859721312,4.0948913326762,2.76395798783859,7.20897997574317,20.8534442216777,11.5864111838937,10.4007521691369,32.7872316885642,29.959138718271,12.3795088539051,10.3335556488732,32.5754020206012,29.7655806140849
"34","Nong Bua Lam Phu",0.602890255886721,4.95709765951304,3.96902751792091,0.401926837257814,NA,NA,4.15398782831518,0.800768737988469,NA,1.73017403554443,4.04261817920477,NA,NA,2.85031724693823,3.23146432065671,1.39201539966751,1.52546635278586,3.0510999546978,7.1137058726378,0,0.198322903542095,1.25394911474492,3.61335337012024,0,0.394370751887557,3.54933676698801,8.92263826145598,3.35215139104423,25.0275193259791,132.058860520689,244.416975852094,14.3456797887058,0.981803846470655,1.11094991445686,2.54864980375396,0.490124962260378,0.326581076757575,1.30531091853424,6.51023820618952,4.6012209878332,2.28174875101622,2.14994498095344,7.28049550368325,1.66132112164584,0.130178585492508,1.88758948964136,4.44234422993183,1.07397333031319,0.260188856303902,3.51027731190764,11.0671243028199,3.51027731190764,2.28235943372366,4.84163280795075,15.0156044516851,5.79033112842758,1.76756655716576,4.84609395004463,15.0294400207465,5.79566641322905
"35","Nong Khai",0.720127451480028,2.58507290274882,4.07148982182939,3.60063725740014,0.92150598333977,2.31563927632965,8.90418436017233,2.64644488723388,0.881921620824323,1.21245522182419,3.25158445852852,0.496004408928079,0.475345147236903,2.33678044961847,6.02451209667261,3.94331700873116,3.24167217701131,17.0631729656579,27.212818953851,3.0399905858356,0.586418781403346,0.390290356510726,6.53736347155466,0.780580713021452,0.194196250847181,1.16517750508309,4.32086658134978,2.52455126101335,3.61426819623339,9.27966593202645,42.3384758148707,2.12659010942273,0.641543811026855,1.73216828977251,10.296778166981,0.866084144886254,0.384733218006687,3.7153551142824,16.1425773930891,15.1817096911195,3.83674105535722,2.17161091375,4.50289910056986,1.53290182147059,0.638523267047385,1.6599534319218,5.17139338406406,1.53226470638935,0.510729477378141,1.85074920242282,6.03088964237782,2.01029654745927,2.11865418129599,10.6293544116652,20.6306106080957,11.4023983688773,1.74089845269969,10.6415294393075,20.6542412299286,11.4154588530753
"36","Nonthaburi",3.12441722295939,5.9884663440055,21.3095018409652,16.7937425734067,5.30691918034548,8.64532506422242,30.8999118366851,20.1882590785414,8.55125595547587,11.4711059537513,31.9552237283073,21.1488853702585,6.60551871512094,6.26280357578855,13.7736296032741,16.110835285543,11.5091907284591,5.58214497483729,15.053976075758,16.9245884875386,5.68008137491909,7.76638027409483,17.1239925968294,7.05105577516504,2.89868088685261,1.93149645137977,7.32959660840754,11.2862815032116,9.31547686550157,6.38912315673797,12.4800872328282,11.3726392189936,4.00015201091911,1.92676451838008,2.63882966647706,4.43993562931061,3.15817116524306,2.77795197278597,11.510622778326,38.1212023196174,13.8379898947691,1.95163998747698,3.74064330933087,4.51316747104051,2.9029684688495,1.95245373955069,9.78901463939116,11.7949602622172,5.55277617696643,10.2471944683063,26.1382486148506,16.6352270096026,9.12192766426003,2.97631868540703,11.6507211698499,18.7586401356575,7.3159721907504,2.94885215929699,11.5432041761955,18.5855287408324
"37","P.Nakhon S.Ayutthaya",4.46949699754966,2.71675307694195,5.19250386480034,5.65259914395987,1.6935857424998,3.03374652961067,9.23125729724389,18.202479177664,13.7114033721075,16.2547716140085,19.9959492077089,14.2551766932376,5.004913432497,3.11129750482464,6.93648861520836,7.41596939506148,5.68168087430166,3.04702705379145,8.25236493735185,6.79233114074345,2.94833323252714,6.80521581985838,13.8939822988775,2.26840527328613,0.752142806722153,1.16963461450096,6.89248969259496,17.6071782147199,11.5589612103842,5.55832780611557,8.39971179655525,5.72424803913395,3.47333115905866,2.55661668893397,4.17511999604137,5.38126577267554,2.96438613631071,5.92358574390364,20.5782900582486,37.3926350083917,9.93045709553819,3.89096133776985,6.38936809149575,4.23909998378083,2.45133521197664,3.34376833720517,8.31864318036409,4.4039875660751,3.33639334888298,4.91757174371404,23.1959014274776,16.6425258599248,10.7377072224889,4.68000182316593,6.59269822045983,10.6826128572266,7.02940332137683,4.67187967187967,6.58125658125658,10.6640731640732
"38","Pathum Thani",1.11502236177347,4.83176356768502,12.2373704204638,NA,1.136635496866,1.21962155860461,9.20096852300242,10.7075598601022,6.75704402629477,8.36491087187466,19.8143826277531,9.82877027445273,4.08931223659164,3.14515499019422,6.23958167409498,6.34103828668189,5.38233984834684,4.88014946446954,8.75459245146395,6.03423886485086,2.47748897599399,8.54422247736668,9.89034054691407,2.41817617283963,1.23911477232835,1.36098603754929,5.45976956923842,7.16891482569567,8.18350689365655,6.85872333399748,11.8475910984323,7.96046396004685,1.84148127058841,1.37080317185577,2.99292025855176,4.84350454055704,3.74587161456087,2.99928497046304,10.9323937173378,29.6929212075841,7.86062547114269,1.53512559246253,3.6090212245874,2.12555851264043,1.63659467859818,2.12315707057839,3.42468143918638,3.97001287854727,2.81699944066442,8.73722217065829,24.4069288177077,15.4262102914737,6.6294413844831,1.89842787504151,4.2714627188434,6.54532595723267,5.50649183697122,1.87665607896521,4.22247617767171,6.47026200359646
"39","Pattani",5.09559333088745,2.6653872807719,4.74282148490293,7.36901189389877,10.8219531671791,15.3645950936072,17.5187528516637,13.7035577861902,10.7490853855473,7.41170802811508,12.5844625894037,10.885946166294,14.3988480422407,9.66538930916376,6.82936060397492,7.63057050723454,16.0096737767857,26.3256391126652,74.229259139242,28.7873878083152,4.99660973351603,1.53857989076083,1.63784310951959,2.01008017986495,1.47733025098238,2.11145123480614,3.7564190572714,6.77628535821507,12.2852221546578,12.9702442194973,16.4678381663281,15.9577723824153,9.78996087134512,6.29181837873769,30.8347129706076,22.765816118486,7.78311416845113,2.18747310240275,6.34842737327754,10.9849192751095,10.4835381922428,4.8840324074335,23.1052302351662,73.0491577861808,45.2125001794358,7.84502683324119,4.97857472109537,3.41189036830312,3.03989570976738,2.5743433585619,7.48168538582052,15.1012820229926,14.5614316368338,7.7592519897431,21.5560284567123,14.5313802056431,11.8019498694846,7.72132680721309,21.4506682602754,14.4603546419109
"40","Phangnga",5.87313224268592,6.88574125004557,12.4550907905236,8.10087205887714,5.08777039416537,12.8034313195937,15.6041819207548,9.00241264658928,9.28010223407401,10.5964335053929,12.5170370782454,2.78156379516564,3.82445607125431,22.9147571035747,38.4217263503903,10.8647555232466,8.53004092395739,11.3756271304784,39.030168947676,12.9446791484755,4.28106763384207,9.06173501156666,17.2820232006307,5.24286097097785,6.43612730745917,19.916223370082,26.4050574358184,15.8044869323876,28.1483583906136,65.29696088559,45.9119256226805,8.60848605425259,5.45388915541429,7.19495292986057,6.72160076342237,0.757363466301113,8.41359130560066,9.41339488438468,38.3125171794457,19.7681292572078,14.2347941502135,9.71995319468692,19.3464453009634,3.55152135959715,5.09563577249448,10.1898797097127,20.2244258872651,16.4032209961229,14.1494434884126,22.4464385810874,25.2057383514145,10.6031519264253,17.1443562380422,20.629139031698,32.2485637272629,11.9301045002591,NA,20.6455335999841,32.2741925855173,11.9395856963763
"41","Phatthalung",6.26787089379839,2.38776034049462,1.49235021280914,1.98980028374552,2.51165345422239,5.67511797316461,16.8768769957773,9.60150773366803,9.20965729799943,14.1138071765099,11.8162106594036,13.8840475247993,10.3484654435332,17.7940366426316,8.58627687259339,10.2054033685681,13.3196922388318,12.9794826339088,59.3371071668268,41.9713420850267,13.9104529117824,5.18310618370483,6.80282686611259,9.52395761255763,7.48637343899784,8.30082178135635,11.437760245241,28.0876643997058,28.8884561265282,18.6388275601006,28.5346999244839,18.4466746986563,11.6262187646097,6.0580205322258,13.1044549407621,18.3653675082214,8.79191399506967,3.7551657396499,11.3609675343645,9.83344248772729,9.21889609760458,3.62003364726011,31.1989741967812,46.1077969808919,34.7318174019364,20.9506250904686,11.9513793129719,5.80903695690266,3.74673544081497,6.16031423953461,11.7172987339602,15.5278023872805,10.9434157736315,8.41176346885831,25.8566138446156,10.6102925573099,7.01581664066106,8.42039189269359,25.883136442882,10.6211761373749
"42","Phayao",NA,1.50712080326799,2.72309326954102,0.308274709759361,NA,NA,2.15434994029373,0.307764277184819,NA,6.36393496469043,11.239530300542,3.6951880440138,NA,10.3501787633524,18.1984931236428,6.47742975587287,1.64494316873914,1.57597285489538,65.3686131987041,5.3446035948626,1.36902313570803,2.25354421044006,5.68507743997378,0.20486765549455,0.136578436996367,0.890269491423281,4.31438291997436,3.08170208569597,2.13039574071658,5.50447858138578,41.6448207672968,3.40589612223245,0.137611964534644,0.62157486351252,3.41866174931886,1.34674553761046,0.41438324234168,2.99117117568331,9.75608738115312,6.6779635550139,2.64762265707598,5.10025850625306,5.60679102913435,0.733598826241878,0.140010244227807,1.33273009760494,2.73560388455752,0.7365087381501,0.210431068042886,1.41136487451555,6.98625612885197,2.11704731177332,0.141891460574033,3.42351440871627,16.9036023930366,4.38637783616772,0.28573062907747,3.44452696956976,17.0073519122507,4.41330017976125
"43","Phetchabun",1.30321764436393,5.21287057745574,13.1574858325205,1.90470271099344,0.735671673991151,3.5801602908027,14.9061813976879,3.56343056981764,2.20999660444748,15.8774023363899,35.297073232006,4.17033036050747,1.13830649098964,6.49243514174425,10.0900473981232,2.96175520641426,2.38562566058053,8.17515419249158,45.8716985245361,8.37700985156544,2.68543001666619,9.92920077313588,20.1770752197339,3.27059822763766,1.13988329389443,5.16225746189232,8.82444335612436,4.62591902429311,4.9558145976345,28.3856878558462,53.1227436641839,1.40589491738861,0.367814725728766,0.702116178160977,3.23474953509879,0.802418489326831,0.903490754787555,2.27754650632739,13.5899190432697,7.63647946239185,2.24386782870147,6.73142904219802,15.4722398880372,1.55727089782193,0.335136689306837,2.17856161307405,9.72811551068836,2.11152894805639,1.61090040603012,5.60900907618277,15.1644766341109,2.72053733635212,2.13359019508127,10.2857608407846,42.4924129783897,11.2532333951158,2.45020730579576,10.323271720777,42.6473774801405,11.2942725261966
"44","Phetchaburi",4.16610935817796,6.21261921833556,4.16610935817796,1.20597902473573,0.654558453966914,3.19552626323148,10.6759627430688,7.29887248760826,7.52810819252708,8.45548620129694,17.4529907488309,5.42018346236983,4.39101023259039,9.69758616305306,16.3781455198229,8.18907275991147,5.80246947229004,11.5860186792368,7.56309552672401,6.11484319181941,3.98799033422883,25.237768213493,64.8895012306078,12.0501456681326,5.24413223281607,8.13720890904086,20.1130576729988,10.8260257659413,8.8030931122535,11.8095623713601,17.2398522117623,13.2857576677801,5.72802467239534,6.47737411432356,9.76829805950408,17.2381730461837,12.9891224539412,23.6484331005939,95.8593743498415,60.6467881128134,10.5243925703807,4.83717716161354,12.3348017621145,8.70691889090438,6.26971077845027,8.53476056555178,33.8637274052538,13.6280854191875,9.8988645923088,12.0914581405398,21.5379098128366,17.7249784105641,11.7262354427279,12.5122789699007,20.5830445485521,24.9899936332547,10.0129089999024,12.494606954871,20.553973595651,24.9546984209164
"45","Phichit",6.03886505389912,3.90573361694968,7.84151133864513,3.60529256949201,1.44293423577412,7.15860090860091,22.1525612150612,19.7613478863479,8.97268415538486,11.4486866849966,31.227799339471,18.6191799245471,5.42558470167713,8.62448509411545,11.3083283576689,6.78499701460131,4.05895833058504,2.97138255398214,8.91414766194641,7.64069799595407,5.82368333469329,24.4511386767869,60.2480910820084,6.91669927829704,3.21810588756268,5.40519202096486,14.6668974501462,11.7517377085022,7.78933045436607,11.8103357483644,17.0762844196712,4.01794927521674,2.6842920526762,3.35801781703199,11.859908381063,3.75487446813577,1.71454109853807,9.50660126124999,17.2498813208165,24.379832266754,10.4444980912381,5.35185690980091,3.9677559848524,3.6909357998627,1.97219682187708,4.20240253825113,16.6860100783501,7.32330442327587,4.71127398157351,13.9844232171259,39.5759177044662,12.399521919185,4.2455570351706,3.56934868779471,7.23262760421559,5.35402303169206,3.20776475515831,3.58900254063601,7.27245251655191,5.38350381095401
"46","Phitsanulok",0.950476604612425,4.27714472075591,8.19786071478217,3.32666811614349,1.66192372562367,3.0410922655545,12.0557586241625,6.22041599772511,2.91887774736803,12.1418403482028,31.8427647443532,20.8145834540619,3.8125834430733,6.19832441245377,11.9749273854526,5.17834697749302,3.17332557862738,4.85499424252497,14.2713338822609,7.69359974722707,3.20254696712079,10.6901131279271,23.7894032107794,4.85736892126615,1.8702554809341,7.78474252742565,20.7852625482265,14.5963922389231,7.76852738003719,10.516250906105,21.4205553511807,5.18051474525837,1.00616054590942,0.579103177654956,2.49014366391631,1.79521985073036,0.50115430336466,1.27056143799833,20.5022413858822,20.6177469711548,11.1680971703024,2.96598287279708,8.00237586783889,3.35117545367982,1.34675290698326,4.22967439581985,11.8238625155873,3.28761055311452,1.27021738752475,7.08853464193847,26.3508570385104,7.97460147218078,3.04138733197701,3.41384916201775,11.4481665864216,8.18146609518047,2.86944649831242,3.42229732919196,11.4764970780661,8.20171256478763
"47","Phrae",1.60987043762718,11.3048679620042,19.5330946432098,1.8245198293108,NA,5.03441019367376,12.1904646832529,1.07880218435866,0.720712574622676,7.43001002690674,21.2079897855396,8.7645263909628,2.02315017043797,13.4561459861619,25.1760150708835,0.759621144380106,0.870669220176462,2.32515894641235,13.4604904632153,4.03269754768392,0.363850559813185,1.01979791975793,4.09740235617025,0.437056251324827,0.364948080623407,5.8470043604035,29.5456439086639,5.48156658787828,1.17452829842415,16.5168041965896,38.0987616801334,6.16627356672679,0.883433192323591,2.28438702527122,14.5906010001194,1.98962740910719,0.738560876266524,8.9667489236196,61.0813454569707,9.89306596118361,3.26844547779658,1.6384993729016,2.73703872518791,2.56946492568661,0.522996614677283,0.973585866528867,1.96589453818329,0,0.0754615606356278,10.8664647315304,13.8094655963199,1.01873106858098,0.83611754269725,2.97244769635304,18.4063107351092,5.03029610152052,0.994702317911754,2.99139398959915,18.5236320125178,5.06235905932164
"48","Phuket",2.37719415020064,3.90916371366327,5.46754654546146,1.42631649012038,1.63467700562484,8.46059909196365,22.476651804554,9.02124120046727,14.4110440753842,18.6556241248974,27.7601640901067,13.9917180936731,8.00014036996216,8.69396378094689,7.10007042110663,8.11436619555043,8.5094006111856,12.7173608932674,27.4836299304502,4.94564034738178,5.85186651452494,3.87913716906111,5.88797606018204,3.87913716906111,5.90004505980561,13.9820272315766,7.37439178181543,5.27708769707893,6.36839467809594,66.8668266536986,79.1565793785878,23.258026662156,15.8236135018457,6.03544530808793,27.0301729155081,11.3811254381087,4.85170393039886,7.94921298563137,20.9301086589762,33.7418721411374,17.9172004635247,8.37443856022672,9.26577731787462,12.4372849904357,9.0893104078127,12.8389211080802,19.4412143994188,16.9425003230045,18.3580387459834,17.6035770468559,20.6441949004038,16.3233168979937,14.9213331746927,7.07729451115599,14.7175556311539,11.5810273818916,11.5835755711032,7.00438968285238,14.5659467268407,11.4617285719403
"49","Prachin Buri",2.19786016334497,10.4032047731662,10.1651032554705,NA,NA,11.4647527785699,26.9929622381519,9.0339349426073,9.61182497573013,18.7649488077762,30.1502206324942,4.76341008197396,3.36658180611447,9.21615527721338,17.3070822938367,5.25106521608669,5.75643394300892,18.098506979636,47.4819653701038,12.1366458569324,3.03895000211757,14.5640289591996,26.5424150959326,8.86506110559976,3.01439852014107,13.230652271157,29.5064546682151,15.5407661597717,5.99317939786683,13.1437846589084,37.032091697718,5.42441906558123,2.21626152185158,5.53026610949236,12.8578687045697,4.35508456122523,4.06091977750202,22.6196590275472,73.8404674637862,42.1798201015203,12.4136208675316,2.59805610707273,6.51223274207046,5.33285200925455,2.65332497275676,4.27141811081279,17.1365226588561,4.6782198356521,3.03684653030869,6.73836284736261,15.2623918492763,7.17635643244117,7.89574051206776,16.4752432461631,49.2738063888833,14.9897704944599,6.73274679498679,16.4201954945406,49.1091707464796,14.939686064705
"50","Prachuap Khiri Khan",2.12297912606048,5.0547122049059,4.70088235056249,2.42626185835483,1.00470357704681,5.72900220766434,22.5829273069559,10.4920679965946,8.74903479208291,21.2936345919723,14.5815106445028,4.95969749813019,2.56191776986463,12.0465993890279,15.2710288450585,3.43720906480416,2.93214313165495,8.5191948515449,22.3384994771425,16.3880694854146,5.62847224302228,9.21896657318763,17.5998452760855,6.96257615317668,3.66192101745719,6.02250237536463,9.41816860828299,7.88050842733883,6.68714000285471,6.85574559089862,8.99816608805443,3.33265410668683,1.70252551915872,2.92988778529782,5.47016283318902,4.7688599058571,6.02286759794532,11.4296164220729,33.1304421964139,28.8211678967405,9.42685509858567,2.75745938721899,5.33108814862338,6.43407190351098,4.94020886603846,4.06937371123846,9.4294069950712,4.64637446133943,5.25041151336206,6.19605521828161,9.20384901356395,5.77496408694208,6.34303215191752,7.44536734716114,11.4858410904376,7.0821786960801,6.63908982423719,7.41181298368859,11.4340773467879,7.05026113082573
"51","Ranong",6.91421396449966,5.90012924970638,7.46735108165963,4.1485283786998,NA,4.92532657651495,9.44020927165365,5.47258508501661,2.56561587990438,3.11776723850186,9.76594737942494,4.40155374847321,4.92121985474096,10.0138919992644,10.3780335265104,4.36969832695175,3.26659801223808,9.97195161971691,13.5981158450685,2.99158548591507,2.00750441650972,4.3800096360212,3.01125662476457,5.20126144277517,5.10834888197994,18.4998703101875,10.1558566393555,4.2912070307136,6.61044385259097,16.7524050995074,20.893449056689,8.47031718514419,2.18535191088242,9.59815715382646,9.06492620083611,3.73261667093251,6.17693626373507,6.52026038747969,19.6929486027258,9.25172082007253,7.02012249327188,2.97620610752507,7.61558621631416,5.25212842504425,5.22398009567472,12.1611385605381,8.59966226780912,5.21191652594492,4.49000530791261,16.8933478133457,10.0842943579666,3.10285980245126,6.86680766896479,9.94656294802406,10.9326446195954,2.57238696931657,6.51104462890021,9.93628783712711,10.921350855463,2.56972961305011
