"","Provinces","intermonH_06","premonH_06","monH_06","postmonH_06","intermonH_07","premonH_07","monH_07","postmonH_07","intermonH_08","premonH_08","monH_08","postmonH_08","intermonH_09","premonH_09","monH_09","postmonH_09","intermonH_10","premonH_10","monH_10","postmonH_10","intermonH_11","premonH_11","monH_11","postmonH_11","intermonH_12","premonH_12","monH_12","postmonH_12","intermonH_13","premonH_13","monH_13","postmonH_13","intermonH_14","premonH_14","monH_14","postmonH_14","intermonH_15","premonH_15","monH_15","postmonH_15","intermonH_16","premonH_16","monH_16","postmonH_16","intermonH_17","premonH_17","monH_17","postmonH_17","intermonH_18","premonH_18","monH_18","postmonH_18","intermonH_19","premonH_19","monH_19","postmonH_19","intermonH_20","premonH_20","monH_20","postmonH_20"
"26","Nakhon Nayok","62.99815919616","68.8901053667068","81.316885750944","73.9142860911109","63.1401579546206","68.4801554976088","81.2023191365329","75.2832899700512","66.459341356971","69.453440416943","83.7656693339348","77.4076661695133","66.2762430754575","71.3059201413935","84.3068272536451","74.4020938613198","68.6824022668781","65.4559667161017","82.5580867030404","76.2023409214887","67.7324952046076","69.590779356523","84.720726034858","76.3725717696277","69.6703081434423","71.8809306014668","82.0263970537619","73.1663049676201","65.3690996646881","68.8991869297895","82.0989071455869","74.666455897418","67.2407721902385","69.2692795341665","83.8555801575834","74.0698048439893","65.337086593021","64.4268674460324","80.0440895698287","76.3244565660303","66.9974629019246","62.0669249310638","82.3797737793489","77.7641494209116","67.3187635118311","71.2694596565131","83.5397753943097","75.7052210526033","67.4981440768097","71.4682944557884","83.0251381884922","70.7241169777784","65.3477122733087","67.1166184280858","79.9366065307097","71.2606375629252","62.7218929998802","65.9202239267754","80.8996135798368","78.6698083097284"
"27","Nakhon Pathom","63.7309082239324","73.9890627311938","84.9381672425704","73.7258614626797","62.6357568636808","69.1937452027292","84.6355516364358","68.7947609884089","69.7768739041415","75.9895755975897","87.0989865112305","73.2628096355091","64.9982747349595","73.6839189749053","85.5786507623846","69.6914907178012","72.5642288392963","71.3408931107955","86.3398969719627","72.70160215898","69.9289007244688","72.4978301447088","86.639997513511","75.0955525693026","71.0223728341767","79.8108600269664","85.0472298084606","69.5141182708741","68.6547238112941","72.0066033935547","86.3278999224576","71.1622152293812","68.0361669135816","75.3395934411251","87.7019556565718","69.6340426080877","67.0599747675115","70.3541159265691","84.7439236831665","75.365385131836","69.353743947347","70.2052288402211","85.7061882469871","76.3210231434215","60.9340049003832","73.795427717729","86.0788869649713","73.2768766992743","65.9153259994044","72.333064774022","85.9286315050992","70.2766844940186","66.2371396197695","69.6118078520804","83.2746837303855","66.8394316378507","65.367954901493","71.6127327473958","85.986104445024","75.2673750860041"
"28","Nakhon Phanom","64.5956268613438","70.0841081605416","77.3945513463929","74.4261962731391","62.0767604235945","65.659747618152","75.6289699488673","72.8805818142345","68.2930862105982","72.6911902655563","80.6918745473595","78.0654221117605","67.4817588526915","69.9639475869181","79.254626474017","73.8421721363241","71.303858533745","62.0292582670559","80.4596543493808","75.869478279363","68.6709696313359","70.3188047691756","82.019238564583","76.629883715981","69.2278100848559","69.6765973355939","78.9547711976427","75.7322959640281","67.7288509889292","63.8140367264468","80.9052224955412","75.8055521174048","68.5384051351207","68.151836454688","79.4530487770178","76.4749164131289","67.0550546790352","64.4341818618543","75.8272334356706","76.8963501907736","66.859417953422","60.8651181478899","80.5233303916433","79.0549513804718","67.0158699327574","69.239953485317","82.0549798003126","77.0238397463264","70.0548046744382","71.1395859600051","80.2375185173782","75.062361727609","67.2583932778508","63.3450004303016","76.1599275620144","72.5749468777444","62.4311324256302","65.4224228931064","77.853631853841","77.820241825983"
"29","Nakhon Ratchasima","60.8048546926936","68.2272602424053","75.0457463504216","73.6824805669945","61.2332968507621","65.2746177279083","74.7385665757696","72.7040746385159","65.4264491168258","70.7110929533534","78.2681731418525","77.0686818527776","65.2565435715006","70.4704775046592","77.3383506330032","72.2372472086432","68.8407931851719","60.4116748928802","78.6904780185422","74.5794357454311","66.8150862537505","68.6499706699862","80.5312566397576","76.0761760626425","68.6532253899388","69.2305117070786","77.2429449678133","75.1585641493345","66.6012000442661","62.5274505437641","79.3858346206516","74.906224312063","65.3301903451177","66.5466923021071","78.0701572748536","75.748675029371","65.306945174766","64.1279869106229","76.1000385723966","76.7444697545227","65.5517494389909","59.201324580102","78.923092462497","78.7848545506014","65.6926855721287","69.5558230597214","80.9932993990083","76.2056406782992","68.8397252404268","71.0672416260789","78.3055271050117","72.1876184687268","63.589340056343","62.5478064094842","74.0085814731747","70.6434018864978","59.828436762705","63.1302535094362","76.8918538546429","77.3067957062961"
"30","Nakhon Sawan","62.8598905564623","69.4642470557136","79.1817495837183","73.3154026546719","60.085779213329","64.224428870192","78.800061745558","69.8871485163828","66.6543912627423","70.6856350242021","82.5185864449182","75.2245621240226","64.2543818790438","67.6839482605021","80.6254569806818","71.1146844126586","70.1986609344922","62.6327581686941","81.6332421179065","73.143120147035","66.5426471064693","68.8053644831309","82.85679977351","75.019320096481","67.3493880269585","70.4473104140636","80.3086387471842","72.8866415829636","65.4760882956512","64.5944646174164","81.8509072235879","73.1663443260167","66.2444788488006","68.2858443396613","81.910273671864","73.2682150626928","65.6816098959173","63.9512423542604","77.6591054557247","75.3069068873158","66.3528035253346","60.8231905304584","80.94332776352","77.2526329456769","63.3367138894547","69.5661081900801","82.5911414171169","74.1595181930248","66.3078728805071","69.7975525508093","81.0097689942686","71.8765589167733","65.2186403813873","63.7336952537728","77.7695143021351","69.0682215332112","61.6341837258845","66.2587783916691","80.2883527873757","75.4478512660551"
"31","Nakhon Si Thammarat","66.7351941399825","75.0102348693491","80.578354979398","74.4826275848924","64.348221929896","69.8015044398615","77.4784477675588","75.2796540056195","71.2807361143235","75.7269494361208","81.8588186056572","80.0038890825238","69.805475578085","73.7634647659391","81.1585353597005","76.453092257851","73.4762444800661","65.9958407369692","81.8506527964274","78.543900882654","71.9326060387684","75.7056233420567","83.6632091977304","78.0386198050516","71.2539696069907","72.9850381505419","80.6483161096405","76.1141573347125","71.2334527632507","66.8839491084584","81.8133294717889","77.2956826086212","69.9898991224501","71.0445456566169","81.3889017352723","77.1644112115157","69.1652111066852","69.3851387050696","78.167207921346","78.1053203462299","70.5675037067257","64.5747610607482","81.4298920306825","80.3351044183028","70.1859635720058","72.3724668518423","82.6672380387155","79.9847616710997","73.3698149135657","74.2593130439624","82.2161895055938","76.7446236004746","70.6353327540347","67.8148833327265","78.1242444971988","73.1869145978961","64.3061600597002","68.4727642777649","80.6690318659732","80.023768701386"
"32","Nan","63.9626138423171","72.0528674125671","81.8447754425662","73.4932877165931","61.2045415015448","66.5026494434902","81.6643948810441","69.7625874025481","68.9441268898192","73.9137549911227","84.6430754278388","75.9185647027834","65.4637035699118","70.4548132192521","82.6247398044382","73.2051204953875","71.6978975250608","66.513267204875","84.1103869378567","74.1922318254198","68.4033361048925","70.9786643868401","84.286825226886","75.9689241307123","68.7475766624723","73.695942626113","82.3138223034995","72.7621063760349","67.1580352981885","67.5225225147747","83.7083900272846","73.4319596546037","67.9522515648887","70.9433762544678","84.4436382821628","72.3515543767384","67.5378695045199","67.1315947203409","80.5486544413226","76.6068346585546","69.2653887243498","65.0513484733445","82.9086236698287","78.2342193893024","64.0808332306998","71.8995528675261","84.0170490443707","74.8682621036257","66.8671949165208","71.0506742511477","83.2950005148138","72.8022796256201","67.0993190606435","67.3360157211622","80.5629081300327","68.1662392020226","63.6381480126154","68.3563758276758","83.4141588892256","76.5844947099686"
"33","Narathiwat","59.7464851080897","66.8194198304842","74.2311061636523","72.731642705376","59.5354623044096","63.7930461822834","76.1593703388852","71.6479448905358","63.0995335296442","68.7024699817391","78.1020483679734","75.7662413265724","63.2856400015078","69.1537273012358","76.8332406001003","71.8283514938557","66.528353836977","58.9277659179256","78.4300664603236","73.1543314045873","64.932993307881","66.5344711340812","79.3782314128522","74.4416051303044","67.6987309240852","69.062413238404","76.3679564397594","73.7983654437078","64.5134145482044","62.0878392007897","78.1268276852069","72.4313391526119","62.5816463770643","65.1847508967608","77.442815181115","74.0545846954265","63.8094635161544","61.9762706840913","75.6927906107207","75.4748492810075","64.1218440092105","57.5110018398781","77.7884379015045","76.4146610027283","63.1245437389343","68.7609804391229","79.9032302598422","74.4986106457698","66.1609525638381","69.4323512885973","77.2354495556981","70.8208891567565","61.4632189689117","61.3692552615435","73.4555521567873","70.4711439147868","59.4228263318697","62.3696292890689","76.8327687969258","76.1041090431517"
"34","Nong Bua Lam Phu","60.7867436678904","66.833329823332","76.9744453646102","72.8941050403523","60.4846595008418","64.9137578532381","78.1573438734379","71.6950441504425","63.6567036094905","68.8068544303846","80.5341911351906","75.6400264991904","63.8685959941936","69.5487788842159","80.3703079925393","72.2876101763743","66.8274819715968","61.6122489629302","80.8690975531092","73.2321140721159","65.5513584484844","67.3440415424371","81.6656952875965","74.1471575826969","67.768778471077","70.4014240864688","78.1652694936068","73.1171533728545","64.6542167291702","64.8061644020321","79.6837762940605","72.4150218279856","64.1157044224769","66.8819135965791","79.8874949239335","74.0387053147802","64.2468521370078","62.8808461039321","77.1628745762807","75.2350566720062","64.7843500881075","59.0466376502559","79.4858721499173","75.7915131982768","64.0864547825459","68.6500193721843","81.1030812281483","73.9526584085428","65.7021784104641","68.8830069008113","79.1053059973807","70.6873943256882","62.6879104422323","63.8727703442364","75.9591756280863","70.2519488316662","60.6702719874352","64.3190921711472","78.4944672386601","76.5705100653307"
"35","Nong Khai","63.0376810991751","68.5312799274517","78.2053725374473","72.9861843358537","61.6301775704371","65.1800961782354","79.1858070369447","71.3980954385902","65.377887457343","69.9898509986062","81.8730098626238","75.4485655740654","64.1844959497537","69.0253735535824","80.9312106742736","70.7216516762556","68.2572248539954","62.0147972447653","81.6559244791667","73.0602473742453","65.9719565740097","67.586629656989","82.5401006455334","74.7095984758416","68.0978057305274","71.8895356279477","80.2749567512275","72.9693968181058","66.0313250891606","65.1097067696318","81.4333553109777","72.5973919851093","64.8962247411708","68.3020180350927","82.0897853908559","73.8236264742966","65.4227069038372","63.6090993400811","78.365062057397","75.2213526293396","65.418937105245","60.3707191055696","81.1812502563575","76.8073340658207","63.9630853462833","70.4723652904057","82.5653795199379","74.9726781609996","66.9475006643215","70.3626855957206","80.5850505787971","70.6294345181088","63.532869122973","63.4808152250921","77.4836871483446","69.3216379457986","62.2522777422448","66.4454637345522","80.8219966806655","76.0844120013369"
"36","Nonthaburi","63.1979058721151","69.6725083065672","81.190786177445","73.6177062487123","61.7716214014414","66.1829830446789","81.4417443179642","70.4452151662599","67.6695002399112","71.8508146650579","83.9707427238571","74.2982792065722","63.976910209361","69.459042105461","82.5504826158055","69.3486768215481","70.1773211515054","65.1642663661872","83.2696363752739","72.9417647460513","67.518533461982","69.5567266119319","84.0662384681761","75.5166329998506","69.2049755919907","75.7166346196721","82.1860721328712","71.1113964063123","65.9663642753589","67.4297202865467","83.1764796550344","72.5138949257145","66.2967670908421","70.217880177289","84.250015020002","71.8884225193831","65.838038644491","65.5415970597422","80.2215975889651","75.0220682890006","66.8530489004254","63.5236753899065","82.3122386018497","76.7112397720124","63.263805900389","73.1082979287762","83.3527085600533","73.6716224664514","65.9996093944567","70.3767540099877","82.4974204981714","69.9396584700949","64.1536717815291","65.0904620336172","79.2871390995692","67.4973418222513","62.7765271139169","67.5474328223361","82.2226460882833","75.1414665062976"
"37","P.Nakhon S.Ayutthaya","65.0366366566091","71.9298418017401","83.762187196332","74.4871397156646","63.8370136048221","69.1778718263997","84.2304734643426","73.1365661445186","69.276854259171","74.3924336389434","86.2133861059257","76.0881669015596","65.7828423638694","72.9407841410614","85.086377592426","71.607597057056","71.5037766340588","68.6959871351588","85.4659949417014","74.8555063792997","69.1009993856813","71.5164888103017","86.2096470718484","77.0604440390043","71.1395403058266","79.5985282157459","84.4552391941839","71.1594433589729","67.2230411775813","71.2726041871726","85.451757875827","73.7250865137153","67.8556346131041","72.7147760638345","86.6135445118579","72.4841013218575","67.4444236755371","68.8455416813827","83.2491411176438","76.00075537037","68.1848922381026","66.8134667903748","84.6528245074005","78.3064460302059","65.8928185564727","75.8214454064518","85.202823430339","74.881947051238","67.5890701856852","72.4824900202024","84.9045451218275","69.0087789603373","65.2086920840833","68.5157010845307","82.2153305234645","68.83672838877","64.8726268193677","68.7129011325895","84.0476119527704","77.151393156592"
"38","Pathum Thani","65.7053794031557","70.9749294041436","81.9244059617969","74.5603195964427","64.9034749597743","69.4119034573652","82.4096252158068","74.2483921120132","68.7288104670059","72.3409472640586","84.9838013303453","77.6248061207758","66.5791979250701","72.3026065181419","84.563477937726","73.1678788005442","70.2857691400869","66.3347357229334","83.9834703984468","75.7929852043373","69.3539808291744","71.327166746204","85.5902142662933","76.9811485677525","71.0882855106667","75.3941342588784","83.2507569548013","71.8369446146315","67.1546424460296","69.7779820783127","83.9170354621998","74.7320772115736","68.0413952749133","71.1166578537024","85.0286510647207","73.8689587565436","67.1768112758508","66.3249058631307","81.110776172168","76.8862703641256","68.2037547821008","64.0571141980121","83.474877934525","77.8883004257644","67.4266669830838","73.3140565807693","84.5902647764787","76.5333912890891","68.5478368519585","71.7822148926592","83.645322975905","70.0741979212001","65.5941936520563","67.4734830027041","80.66031929721","69.8732971384906","64.1533422700449","68.2188503431237","82.5085373615873","78.6768521295078"
"39","Pattani","67.7301105079324","68.1169230440794","83.7113216251783","78.2390156860955","65.4343342434257","64.1812911569038","82.4676630237658","81.7076450227198","70.1319066439322","69.2528111992813","83.200903409079","80.9821846772749","68.0286109059283","68.609029613152","82.5347185952143","77.5822638830387","66.8621078529769","57.4956616095935","82.6873238801799","81.2055709225297","71.6662788927568","77.837966929842","85.1471065038431","80.9954872747433","68.0155223807878","69.0987108138807","84.3607897730194","82.8395560534281","71.3085151689966","64.201090333017","83.5995376690014","83.3099524498615","70.5504795029199","63.9103864390256","84.3156636482646","81.4623661883661","71.7487690614831","66.8416934293119","81.9040231226931","82.1695406278184","71.2887174325103","58.4110639580945","85.2254949857628","83.9655289873137","71.9905168968775","66.8242694160698","84.6361142675894","84.9333979255209","72.6503795363096","69.2634550768107","85.1214720318014","82.7965392349736","72.3016231543571","56.7561672879585","81.7582247060777","81.6002602347749","64.9086380407224","58.5842392811852","82.8564861884774","79.5903859210785"
"40","Phangnga","66.6217983451881","64.8517962599867","80.1880216770203","76.8370057151282","64.3287414971168","60.86180941576","78.439209783526","80.8300617861084","67.8358644859035","64.9091948984232","78.0486808502147","79.3380718824321","66.1503106308192","65.8215358836106","78.2758984105287","76.0094884663283","66.530347583727","54.2509965558424","78.2555961764971","81.0558151020356","70.5257307636367","76.08208248307","82.4100507027584","80.6841094146579","67.9153098643834","65.005518177072","80.1882416402065","80.2831980116824","70.049150630287","58.33272961847","79.0741826446083","82.0155172956751","67.1742288118103","59.4989396390275","80.2326379704202","80.7546866521508","71.105625102641","63.0821211898645","77.2390696062004","78.7064284903718","67.784414148825","53.1722962815971","81.9990670411755","82.5663865396903","71.1910458516372","63.9709974165114","81.2562112199499","83.7139703466537","71.8261802848154","66.4052619330556","81.3567090198373","80.9750976749801","69.7686630723519","53.8893677315553","78.3577759644404","79.9066250577886","63.627023052792","55.6557978262228","76.9803964237144","79.3364992344633"
"41","Phatthalung","66.4122242818862","67.6647306814218","83.2517573804203","76.4149075680347","63.2492136134986","62.7356684461988","82.0090526210711","79.7434106109993","68.6636908118915","66.9144966583282","82.1255916871919","81.2654372816682","68.9455588783132","67.1986151442016","81.8264966426294","79.262496161224","67.6915736321977","56.8159530501419","80.6577111739711","79.7764391874027","71.2872364059796","77.661621923129","84.5040688662415","79.5742099434225","70.109316128958","67.0730539675277","82.9562041306621","81.2908522641011","72.388924511557","60.2969586810661","81.2021118957769","82.2353747048481","69.2036029028656","62.8180455145212","82.9006854279706","81.9314258515243","69.4066020646756","62.5732978309499","78.588152228288","79.8897668335746","69.0174132524911","55.7024288054867","83.6871581654462","83.1294223622646","71.704691923503","65.9625455572803","83.8107489090367","83.0859682093163","72.8529098067812","69.4452758044405","83.3812300282428","81.8543132556802","70.5436653406235","54.3655821515783","79.9637213695265","77.4483471462979","62.9151144460607","55.8997781197276","79.6837318761526","79.4807434505639"
"42","Phayao","65.7190495649974","71.0060360802544","83.6965599236665","75.7081036002547","63.7706432448493","67.8834790088512","81.5172654222559","75.277233226211","70.1531157128605","71.0473831188532","82.9297818236881","79.5792406576651","69.4771816489137","71.154680173191","83.6744935124009","80.3308394184819","71.7947493847506","61.8516154159734","82.0414962556627","79.7531083778099","73.4349978223259","77.3760492630947","85.3526762132292","78.2033972457604","70.8213175820716","68.3214375283983","83.657976770401","78.9900519900852","73.4559535674107","64.4259544066441","83.7880493605578","78.8243572270428","70.6658950063917","66.7013611381437","83.4797128765671","81.2780074649387","69.0557754916909","65.5088318200759","78.7927495011577","79.738019932641","69.8297530821812","59.7163472116729","83.7957640347657","81.9342948560362","71.5097285835831","69.4905129986045","84.4159000785263","81.6423067234181","73.7547552273597","71.8311870574951","84.1446213969478","78.0687669859992","71.9092928733355","61.5034430786416","80.17041760374","72.3812571384289","63.6251572632495","63.3134031083849","80.8964507509161","80.6468703835099"
"43","Phetchabun","66.761973233831","69.7134334996598","84.7693044397922","76.6823353436702","63.8522791439344","65.8454587240881","83.5113773879322","78.0111864034495","69.9969514680389","69.7194503383082","84.0228620375563","81.3029568862061","69.8803150836964","69.0392678621365","84.0783232021118","80.6587935112733","69.5444436439554","59.261621980148","82.0030732720224","80.289145915567","73.1597679274728","78.5384666989047","86.0975025462891","79.3539806340365","71.3364096007891","68.2117573370425","84.7185556445879","81.433027677088","75.4022815087053","63.4519054930571","84.0439751089553","80.9515580768286","70.8322974410544","65.7571686411153","84.6866359796034","82.8715689443636","69.7477076542546","65.4042768641962","79.8994456681629","80.6050144681994","70.550249640218","58.6380664717342","84.8659824588955","83.2934606411313","72.7753693710771","68.3636742448913","85.1941785129658","82.5619239380429","74.2535997372257","71.1374282139971","84.8660105826871","80.4109615863569","71.3150811646964","57.5294533927969","81.4137414808508","74.1631737224741","62.4071101687188","58.658487327058","81.3757983278108","79.47102552239"
"44","Phetchaburi","65.9053673906857","71.758607734636","84.3578050956977","76.9001677836721","64.910594970624","67.6295311625503","82.3999680839279","78.4058479409529","71.5566911269347","71.5166302393136","84.8489901361745","80.4286086871765","70.0542565990108","71.2492156493885","84.0428068205527","80.0280149403908","67.8466716464256","61.7037009203622","82.8145799642548","78.7777602779587","72.9685185004584","77.222744244481","86.4441140903676","80.6083698580894","70.2573096341723","71.0160881307295","84.8751164247432","81.947342861776","73.5587598708202","66.6076395440763","84.5904754145569","81.5215942592837","70.8033198347687","69.4510860340386","85.4727839110926","80.7072282057191","71.2802511481927","69.4328789238252","81.4880227260715","81.0830454960474","73.3323359562684","62.1792559582816","84.9918349920669","83.917313875373","75.0104723347653","70.5060567462038","85.446620095354","81.4463815169731","75.1090564176087","72.995811506538","86.0162626810947","79.1695897726154","72.0764598256691","62.3757726112669","81.8344417597133","78.7200514327118","65.2691821500305","62.5268726687504","83.4063785651143","78.6390074359522"
"45","Phichit","66.1569713744938","68.2064274325821","81.7560539200779","76.9349506257144","64.2992545746842","64.1915400572679","80.3801048852582","78.627587718493","69.9267637922957","67.4420867453731","82.200005335197","79.0897868343582","68.7699923039043","66.2041331947527","80.3203950830408","74.4372403092165","65.5415432635261","57.1298806922276","79.7061582715475","77.3821037642124","70.2374666021984","75.2008229071516","83.6198461893442","78.6971377362656","70.0084185198714","69.5006502138789","82.0426147698516","81.285764606803","72.6530125607148","63.0695709007374","81.1636693575688","81.0298249483389","70.1752965877069","64.9990591384643","82.118531779593","78.3418276749823","68.8933789618941","66.7358783986398","78.4230666648067","80.4633397775867","72.0200299757208","59.4767366223274","82.6596645574872","82.0513734201147","72.8476792054227","66.809995154423","82.7325992808359","81.1381563529565","73.6692256456817","71.9895859691054","83.4017219543457","81.3955250481181","73.3201552980141","56.0249094964941","78.6827929033936","79.5212116443172","63.8929865082899","56.2065999516309","80.3743427379711","75.6919476770206"
"46","Phitsanulok","70.6395612082485","68.2767785871932","81.5235017634364","77.4608727146405","66.4945061909981","64.5754150616752","80.1020866518254","78.6675655410375","72.3681089321225","68.7061127209012","82.5241028816161","79.4769749435396","69.5188373684311","67.5565654792061","80.187554991835","76.2618665318976","67.3448500524755","58.7556129651437","80.422821660003","78.4087329522923","71.5743208359488","76.2709071892484","83.4679043422883","78.2111611721586","70.4314826228031","69.3600811863762","81.6432166962453","83.2025554826577","75.2099332735798","64.6291925155203","81.3457115283218","82.3153822796749","72.8310893939995","64.8849665252233","81.7541996532481","80.7181298190829","71.9896743215467","68.4455475796242","79.5225798476093","82.3411104205854","74.7931403906752","61.7862614468627","82.960117250513","82.428825698499","73.4590096797159","68.120039507333","82.8637419624783","82.5014904478452","75.1764571688116","72.648340262244","83.4091850500519","83.1468084451178","76.6866562926329","54.941085191192","77.2224643160271","78.779156622173","66.0768277752103","56.8822161460117","81.9770125948644","76.9423881105579"
"47","Phrae","66.867878851896","66.3417720120472","86.3959239657412","80.206594754244","65.7376738707406","62.1239318550426","85.4809284068839","82.0501108876384","70.7539259070727","69.0015906743884","85.9871119245836","82.7728362850072","68.4197506406198","67.8441971453004","85.7622788863144","80.1624652314486","65.3959410452471","56.2570949410903","84.7526498770632","81.3740045336525","71.56629802772","76.3034414627035","86.7349740923335","81.670057205409","64.939970023729","66.4753886120984","87.2979048040601","84.2918065070019","70.6407262656409","63.4690721287831","86.7003950480045","84.8212242474442","71.1262565179272","61.6823470877949","86.6126503525737","83.6821020707029","70.9569064640174","64.9243077662724","84.6224488505208","85.2519356587322","71.0785867646818","58.6248376484563","87.304877469314","85.6164737405636","70.802171667281","64.2165708719484","87.0067379178315","86.0959479354806","69.5410925163057","65.1126634082337","87.6650969299787","83.697542277546","70.3407927150284","56.7780335215007","85.7412858656358","82.7949996848199","64.9851847626509","57.741592279635","84.738958082558","81.319641463433"
"48","Phuket","60.9628675539606","66.9479417411902","76.0709661021422","74.1007643749448","59.3083432366799","66.0045553233661","75.1752548366436","75.3769593866932","63.7551426638501","67.5813697850621","77.2922918344975","78.8854835046425","66.0450136408183","69.0140982043374","78.0775729957634","77.6127211347002","69.8057724795858","58.9644051242351","78.1598402946514","76.8450919141643","67.1208999576306","73.7553098801979","79.5881495130127","76.3360847181765","66.6285062964844","64.671703428812","77.1577242229102","78.4186811707304","67.575833118188","61.8438810515509","78.4371264569943","76.7004100921465","64.9420242606897","64.803005964795","75.3295441521208","77.1754033035909","64.0327411630798","63.3458175193368","72.5222097338872","76.701630926095","64.5820896399427","54.5189926730221","77.9513496330541","79.0789320597125","67.3027217852106","66.7209233595942","79.599548770967","78.6899579405691","70.4677669478565","70.0781063001538","76.9876618701224","75.0133368952239","67.2866882221145","61.4279155181147","75.5079195404647","73.1693901677477","59.2383205129376","59.0796684855825","75.4552521010627","78.9216143399221"
"49","Prachin Buri","67.8662294398473","72.6486667015033","80.5172922400789","78.1370237211941","65.3551265027492","68.9364564764211","78.697746249151","80.5691318916875","70.8525958240587","75.1571752239206","80.6986708252123","82.9692559737733","70.9633243241124","75.2530781367638","81.3442792178533","80.9804419831857","73.6180488572218","65.8476126431087","80.6621117810298","81.9963773120049","74.0235241057042","81.7959775132618","81.5975239886918","81.4292139149245","74.3560265056248","69.9752938865505","81.7439218574396","82.4940360767216","74.8308484807361","66.9969457658309","82.5853563340683","82.1932628951259","70.5562667193138","70.6064744860545","78.7666894902064","81.8988353239092","70.6676006437902","68.58854182579","76.7285989558897","82.3157744892483","71.054092709845","59.5134790559055","80.5291232018498","82.9733422135508","73.6765407256796","72.1069896193634","82.0020452424801","83.1316650816848","77.4713662543554","75.4294465887258","80.1485405437107","80.7269886507002","74.9067025069196","65.5373930719756","80.0767799633175","78.7980619888731","66.6432331703229","63.2501626041348","78.3605135656602","82.8952665574058"
"50","Prachuap Khiri Khan","66.8921488007012","68.1365625555064","80.3568538169631","78.083795190987","64.5745178844749","67.0066891882976","80.2875009663243","79.7684413210059","69.9468627828926","70.8525770473782","81.6482562049517","81.6484665225848","71.7426296445511","71.3311869106243","81.6025551344998","80.1758382338886","73.0228920957668","60.7438698439224","80.8865246505803","80.4075637902811","72.7442587678062","78.2406228235526","82.3578496238058","80.2751599393149","72.4551583968323","66.7715278393299","81.5989524716452","80.8327806359422","72.7587034612629","62.9546451836936","82.6513766864577","80.7019896823512","71.279626297054","66.4339099065894","79.3011210340554","81.6316714750909","71.2003784256354","65.230773971781","76.4868944071163","80.5974255380294","70.6821522807172","57.0538477627943","82.3109489427775","81.0966435908039","73.8885470512712","68.8254964720611","82.8274436543257","81.7291311811107","76.2487269863465","71.2578970530989","81.0888749072513","81.07086129398","75.200859425775","61.446687271771","80.2269273605149","77.0619217858656","64.3451299237479","60.6735601761955","78.0331462520038","80.8676689699947"
