"","Provinces","intermonH_06","premonH_06","monH_06","postmonH_06","intermonH_07","premonH_07","monH_07","postmonH_07","intermonH_08","premonH_08","monH_08","postmonH_08","intermonH_09","premonH_09","monH_09","postmonH_09","intermonH_10","premonH_10","monH_10","postmonH_10","intermonH_11","premonH_11","monH_11","postmonH_11","intermonH_12","premonH_12","monH_12","postmonH_12","intermonH_13","premonH_13","monH_13","postmonH_13","intermonH_14","premonH_14","monH_14","postmonH_14","intermonH_15","premonH_15","monH_15","postmonH_15","intermonH_16","premonH_16","monH_16","postmonH_16","intermonH_17","premonH_17","monH_17","postmonH_17","intermonH_18","premonH_18","monH_18","postmonH_18","intermonH_19","premonH_19","monH_19","postmonH_19","intermonH_20","premonH_20","monH_20","postmonH_20"
"51","Ranong","65.9787784657753","72.7050838467748","86.8417728708751","78.4542363197311","64.6374796739265","66.6408216529309","84.5107190081306","80.4197997998073","68.8269384247238","73.4529337348206","85.5921217505611","82.867712610566","70.4361208413455","75.6747350610057","86.1701251723365","80.5822187411506","70.0083390187777","65.3063369512389","84.9149117402685","81.9928073891191","72.5831746636169","81.532170227528","87.1683115180367","81.9415750873623","70.5559470512211","72.3936915226159","87.908225115225","83.0106839828654","74.1464460339035","69.2784848064756","87.2745811527472","83.2508274753465","70.3409286146564","67.925746900915","86.1275513533082","81.7086753194521","69.6772855562103","69.6945925058502","84.5466851378809","82.5252121410899","69.8323191135084","63.0661167228823","87.3391441182541","83.2269150512305","72.35121350102","71.1064024019004","86.5599796962128","83.3058149211697","73.1570079036189","71.0459877908865","87.6560541067551","82.7938218090326","72.4752353757683","64.8518584847196","86.4128617341584","78.7367299940032","64.7475985263372","62.6732274405907","83.703812262041","81.7570665192757"
"52","Ratchaburi","64.6886033863491","64.2759345118205","80.2921223831177","76.8739035288493","62.9131897339998","62.4557122350622","78.2444257164001","77.4318145412869","67.477881588406","65.8667879839297","78.442437508901","79.9166499710083","69.1929923997102","66.9878788460626","79.3304125870599","79.3731101184421","70.1993659210205","54.8552735590052","78.9320507876078","80.17022412618","72.9509738470007","76.7708481174045","81.9520837762621","78.2346575122409","71.5396509721544","62.7938898284347","80.4005380164252","80.36303085751","73.3558234942401","59.5217117719297","80.593222618103","81.1128766462538","70.1927612106888","60.423140212165","79.0067890315586","80.1186007139418","68.5604148271349","59.4803031992029","74.5493994723426","77.4970691638522","66.6877351280495","51.5269239411531","81.2095942221747","80.2238793945313","70.7768984829938","64.2616204989398","81.5302456516689","81.6238545947604","74.2165112700286","67.4755469993308","79.6786555057102","77.9093561299642","71.8419075294777","54.0673119156449","78.212026386261","74.7958135859172","61.124101619014","54.2045779503716","75.177113000022","80.3606769053142"
"53","Rayong","66.6793107787215","71.3928601805989","83.0784903435986","75.3404701626068","64.2677095053698","69.4438173786401","82.1653437893371","75.2452499102749","69.4323534668875","71.6998845696339","83.4205491908081","79.935314106742","70.3273044734944","72.7610495469032","83.6403645712021","78.9015701315197","73.072425755507","62.831710262883","82.3071231749065","79.1025030194551","73.118797936258","77.6179248274978","84.7869755551012","77.7371622792193","71.2372540249909","69.7308892132291","83.5644398731773","79.0090302650643","73.068303613831","65.8231972408383","84.0978950776762","78.4443378740698","70.2173091867176","67.0768990707043","82.9891874903092","81.2713262882073","69.6924014149049","67.1824373601207","78.4905295518115","79.8768587032733","70.5141428484337","60.8094814003012","83.8673850606743","80.3642850998052","70.1119190267423","69.8753384729171","84.4853027218896","81.2035842619235","74.7463987894155","73.8615645671621","84.3163378112496","77.1111593458978","73.4023138168463","65.0769218933615","80.5344548677003","74.6801586948066","64.2040105304346","64.6960307274467","81.3819008338418","80.4712841623673"
"54","Roi Et","63.608949893581","67.4709248800023","79.2944288131934","74.4664613668517","61.4141009345371","65.9788629292494","79.4896853559062","75.6882134864846","64.5871555153989","68.1257027545346","80.6211402014127","78.8979342491501","67.816381004979","69.4013976487567","80.6948482969957","77.4102953629761","69.8996507578584","57.3164908556962","80.2065882211649","77.1016998356002","68.8018286313475","73.7438002287969","82.1357824822707","75.0689170324011","66.8921779982412","65.1641976461026","79.9570356260166","78.1919479792529","68.3480946737416","61.8014785456833","81.1739450313367","77.1713491599036","67.111082638075","63.3699919859297","79.2703377311031","79.5369036347944","66.5374730233101","63.6451755964506","75.8670313199903","78.5424682107044","66.8168492428218","55.4032124368255","81.3161452348635","79.199255113098","69.0481481573786","65.8662145767342","82.2679516899525","79.167647876772","71.6563399161621","70.1294761416182","80.6052504674336","76.1364034006096","70.1065252023553","62.5533232480406","78.0444035262022","73.5257795941484","59.9012487948719","58.6214871528404","78.9242652945055","79.7727756061586"
"55","Sa Kaeo","64.8303682954718","74.5487629295958","83.1380809242876","74.0260092538645","63.2939207011099","73.3580253769303","81.2798429530056","73.6903428178863","68.0171500218497","74.4412544138336","84.4431198208778","77.7020736803457","66.5465413882802","76.0265879140376","84.2072589030851","76.0983394172678","72.7807073021011","67.1178957272675","83.027180539837","75.9957416952722","69.9080622191462","76.2811458301203","85.9525742161402","76.0614656577946","69.7387379929335","73.5029488845055","83.9086847737236","75.7065044398529","69.9995155326895","68.7314936039606","84.2986366512949","74.9177345507762","66.6098705484226","70.9787333704055","83.8875846658191","78.7457456486444","66.7732775259643","71.8226615707222","81.3967859168161","78.6896919800641","69.7634470692977","66.1278618580299","84.2514292486234","80.3626694321206","67.8373997483312","73.0329167233794","85.3160214577585","78.3584013610404","71.8047762019416","76.3920297967474","85.0730273959464","75.6333751291996","68.8535118534966","70.494985816116","81.492014678073","72.0609506168298","61.9866425321365","68.5447017842453","82.8161535695","78.6923545887417"
"56","Sakon Nakhon","68.0572672910084","74.5109856739669","80.2721669880641","73.4647488483804","65.483861259872","70.9881227691738","78.3513842621291","72.4228223927448","68.111995983675","75.0911010290157","80.7663836479187","78.8127950326556","67.3471767098458","73.0907135744775","79.8747871790318","77.0886070769646","70.3668075186669","69.1561753782004","79.7247248577934","79.0173903889739","73.3616960852592","77.0339848770112","80.2129976763202","79.3767928360515","73.6083565236057","72.779509134605","81.3343277198042","82.933033474608","73.4209502850424","70.2262268029656","82.1158700264947","82.7896369537177","71.133854191657","72.1672424728011","79.671363670702","82.8881813666724","72.1681143736793","71.0608049072971","77.9272602197063","79.0799559058482","69.5466168574515","67.5269481405357","79.1096177652392","82.3202015595629","71.0655083683874","72.2702861190531","78.6143467357393","80.7128921299311","73.3763890165355","75.9500911947849","80.5734166216988","80.7234074146073","72.3188420591556","69.4488496008636","80.1865427755896","78.9867828512467","69.7431738160709","70.1626176227724","79.0571854900073","81.3698733390411"
"57","Samut Prakan","67.1995693072734","75.4373525449997","85.0923226599114","77.5056945882379","65.3932295979693","71.2819921363848","83.1682765339967","76.5356344641211","69.1601914089389","77.688365847396","84.6304763017309","81.059455956094","69.7379772389303","77.9005470154454","85.85752685203","81.0674931502142","72.467609204923","71.0465503971419","84.3956801623584","80.9447610722506","73.9561011870763","81.3386824967025","85.503877196811","80.368115618176","74.0928453436206","75.0803284184879","87.2394319647956","82.9573586466114","74.0736889927813","71.6434998678621","86.6748549561176","82.4831559084316","70.4209322612462","73.0013227309773","84.6629438749974","83.1502122900885","69.6133846538438","72.1171688073034","83.4005843600396","82.3143673773665","70.717700593976","67.0341107834985","84.4532518292129","83.3260492786731","71.0488901058165","72.6358789444455","84.568624060786","82.5227078291366","73.7897980259914","75.007773579791","85.936825726759","80.8964724617208","73.1690949453845","68.8671942342472","85.0853078855277","78.2624434499544","67.371374894257","67.020155872921","83.000921021353","82.3136803049273"
"58","Samut Sakhon","59.8747508502829","66.5725914738096","74.1330775346427","73.1893100291285","60.7748741833917","67.1863999149717","73.2005821675267","67.8644344803382","63.1730846308566","68.3222818414096","73.8634892272949","76.5239262916302","63.8168302128233","69.4735255519823","74.8832208041487","76.3874064320532","68.7924361866918","62.8560663473195","76.333288555803","76.1950285234122","68.7802588679873","75.5696201157844","76.9521341547473","75.6013541596512","69.4522268448753","65.7737534954904","76.8177782703268","79.606012878418","69.9489499953697","64.2043753613001","77.4601547609526","77.6192839892157","65.720830923497","67.5994705182656","72.619028086169","75.9493122390221","62.9062290305653","63.4338849192652","70.9315376018656","75.1140702030577","64.3187271083086","59.3284326627885","73.9410393839869","78.1457192256533","64.6744199958889","68.3672858437725","75.5945781392064","77.6523270705651","68.6964843101063","71.0299508456526","73.8837342518773","73.8721184723953","66.589580258775","62.9173524422481","74.3730058735815","68.4140976478314","61.2334605793569","62.6839015110059","72.5179616494014","77.8098656858247"
"59","Samut Songkhram","64.5749400071507","69.0377994449774","73.3109195828957","71.3819437500905","63.1205606712778","70.7443964103737","72.9597342157738","66.2331981076919","64.2510560004387","69.3098111683392","74.5286297735798","73.4565984963747","61.837429004504","69.9438494045143","74.0909385265427","73.8403880843517","68.2494286434902","65.7050599151141","76.3504058834565","73.6935615672583","69.2876816516489","73.3854213804397","76.5811716177823","73.7204384575123","69.9354363374674","67.3744211870375","75.7826070610918","79.3529149615048","70.5696810717085","67.1016134091915","77.7363653873088","77.8269110648862","66.9183588812289","69.9292599146742","73.4514786022688","77.4544691968817","66.7419560240369","67.8422524436412","71.002735094704","75.0112460301873","65.8806070828292","65.9672180304379","73.6200817028335","78.1625056445547","65.6175320222606","71.6681256891509","76.4398401238759","77.7097794250914","71.6024142029465","74.1302639030849","74.7746349940013","75.5362324901737","69.7884945103125","67.0423800560736","74.8387042979313","70.9529712447521","65.7435818843736","69.0030693745967","74.4543938857114","75.4480068669074"
"60","Saraburi","69.4069460035669","72.895986286903","74.707776242092","72.3595561856538","66.651361239675","74.7267358540277","74.3797874118248","69.1678788552876","67.8244464793929","72.3582942632981","76.1385794870214","74.6218579859516","65.7778704220087","72.8121310243073","74.5611437753915","74.4719330532099","71.5857180482509","70.4536053637447","77.2003102146722","74.6163895218461","71.6911226880663","75.1891575732262","76.8945562990143","74.9603539011837","72.4666522932641","71.1166908136726","76.1059372222501","79.6184756958406","72.799297008639","71.4986176944419","77.9415068699124","78.5630751881984","70.2360215973144","73.8318903527575","75.1088338781286","78.9896981731739","70.304380883665","72.8388082356062","73.5085457986736","77.3443705157777","70.5728398242028","72.3345468281488","75.3417203109508","79.4558153173244","70.2827804332725","75.1601942085926","76.9801278207816","78.8428445620734","75.2780049364898","77.2167435745095","75.9606022055632","77.7509538571559","74.1345679588567","72.6245381529122","75.8038098993904","74.1148312221685","70.8618778347883","73.6277180590661","76.2866548442633","76.9625813685731"
"61","Satun","69.5442387620026","72.7774962224401","75.0511857341698","71.6365964357925","66.8730439064034","72.9814644078345","74.8578299003045","70.0656060532563","68.8110454180087","72.4128479290923","76.9106586185151","75.3717519042935","66.908779865738","71.7737447465315","74.7218562405759","74.2368519914627","71.0983940589534","69.4946529526186","76.5444571694622","75.8932898596109","72.3729002794981","73.6181382834534","75.6605504298646","76.3537928849799","72.2693910134768","69.5898633508331","75.5939897018739","80.46886429465","73.2408341892864","70.4349082587547","78.3822282590019","79.9598444274417","71.5575792429107","72.0075577393057","75.4922074545441","80.0114812404213","71.5583447977095","70.9865963980066","73.9159997590607","76.465745844835","69.9169373806931","71.1416023085588","75.6256485582153","80.1286828897814","71.9050923296475","72.9803931630167","74.4079749369022","78.6163182202548","73.9702854792392","75.9828454528945","76.0997749203733","78.5872501035908","73.1660334379597","70.3299109949416","76.1000472286291","75.006729426102","71.1916782491611","71.5019849088543","76.2076388345444","78.2697876805875"
"62","Si Sa Ket","68.7426441201831","78.5571794068905","81.8608190423761","75.3013397971453","67.7703204076358","74.6239955106029","80.2955926013942","76.9295858744401","71.6619228398316","76.3947093980495","81.722722945081","79.7483505598743","68.9065307077271","76.177997931161","80.5044664882205","77.734525415952","71.6771161578293","71.8144860814075","80.8115191741501","78.5494916936601","72.1298886104717","78.706750287653","80.7855619584694","78.3136946950804","72.5666566917011","74.8669103600196","81.9223264549265","83.0478852827673","72.6930177302834","72.6736935353634","82.480575533914","83.2429451246458","72.0510008213364","74.1970329422715","81.1708985525391","83.2689417941435","71.704778593805","72.7841320919808","80.5950025551569","81.3546774971183","71.5024968612419","70.256258384358","81.5138487614539","83.7791651966201","75.6884998556213","76.5765816351473","79.8156694198259","82.1657707619293","74.6612694636377","78.7554619869267","82.3667483036424","81.569315750435","73.0300617532458","73.854666958001","81.4652624578902","77.7259449055744","69.4233999862027","72.8301212784752","80.7474519317774","82.0557981659046"
"63","Sing Buri","71.7985052596273","79.5482869412228","83.596911685346","79.1504104892834","70.5111873328663","77.6421340325321","82.9622195909947","80.712703161161","75.2759987838979","78.0563751178767","82.4744940803807","80.424496200256","68.6972654003418","79.2237605771505","82.2974628408048","79.1772099507291","75.4095594528192","75.6868146395374","82.5202401321825","80.5653499517902","72.5029519915721","80.7551042416725","82.9899006047153","79.3123767030534","74.3091701377267","76.8755774436205","82.7280385878959","83.9996161444027","74.4367955286081","75.9248185593987","83.2861034721312","83.8398605769037","73.2201473114768","77.4013437870956","83.0109911964695","83.8592921190745","72.431515930679","75.943477868753","82.8798868900474","84.2607909608084","75.0490531876455","74.4546863299798","83.447395486461","84.7033547220578","78.2911327618171","80.3184257180821","82.4339005523071","83.3714957984233","75.8595446649139","80.7538218623664","84.3237381857612","82.1827420615476","77.8406720530252","77.0566227511888","82.8707381316995","80.2511321473318","73.7180234012671","76.8666715648158","82.8667613120467","82.4733379350534"
"64","Songkhla","81.4719191258788","79.5947245424934","82.0709369494845","84.9012917957982","76.7866365680587","78.6287185069409","82.5224401917773","85.4096596986745","79.9902898438723","81.523346589906","81.8281387805204","85.4264241205342","79.8762419376853","81.2431549558165","78.9368894794505","83.4058381331903","78.9857494881291","75.7933995384526","81.8461377257008","86.0340145593064","83.4608423715992","81.1115819385374","81.5537792052988","84.4137212462344","82.2436579041562","80.6330012089789","79.3349501502532","85.1108080330542","81.6857748105089","79.1664682024861","80.8078245756623","85.6552262240088","77.420306196443","76.9062293924058","80.7845599463981","86.3346582215813","80.9630742026527","75.5494598708033","82.5850667292238","86.5384681742805","81.0065846396644","73.6205415985311","82.2643310740843","86.4480470119529","85.0925905553879","82.2994493309142","82.2680784998395","85.2868358012525","82.9909554683801","79.6126908202874","81.8836534938018","85.4678436655477","80.8171787467686","75.3767937129745","80.4992462416827","85.5825534138731","79.9191875781043","76.1319090251011","83.699426160204","86.8932620314494"
"65","Sukhothai","77.5135824879918","79.0255716053862","85.1936928503771","85.2238069763648","73.5058928653711","79.1674071475977","84.7731753339143","86.0300467562276","75.1771719171455","82.2358841646873","83.9854412282075","86.1829042304052","75.6847236822971","82.4067344375215","84.4308676697892","84.6206052074694","74.9857406654919","76.6139335671033","85.6238326184463","87.2406123842097","82.2314654407859","82.6533354551643","85.0883072979374","84.6469320706581","82.1201201099723","84.1509033737299","83.9308886680429","85.2598618459484","78.5352322149253","79.357971528168","85.1405294874125","86.5838704450309","73.1335932278258","77.117004928705","86.1583300202949","86.4646364325258","77.2575625376554","76.0024576733887","85.7815412175891","86.4012985055305","75.9666566776177","73.0660803711154","86.5901523050108","87.3160150316027","83.6870871301474","82.594633306603","85.2485519624011","85.7009518302557","81.0461121998965","78.4126133834088","86.1170103285048","85.5892639682717","77.3820861901564","78.0037149693505","84.817314708251","85.7340459663937","74.1677549063161","76.2454143777709","85.723407812133","87.8061088492337"
"66","Suphan Buri","78.255698602591","80.6878554216072","85.7511392244652","84.5163196094001","74.842486398137","81.1872290283886","85.2761771145152","84.7534888537962","75.2920099846759","83.4008827589045","84.2327697312654","84.6442201173128","73.6199927638419","83.320275221298","85.6126546717401","83.5686464736711","76.4219721182069","78.722479004172","85.7338559805457","86.2888560935633","80.9941347511253","83.7718836798597","85.2618157614523","84.0710857377123","81.1752460584119","84.7274169162731","84.7500603021081","84.5307340835458","77.6171465252169","81.7027439525471","85.8924150502504","85.5544615503567","72.1072073480976","77.8016414239039","86.4379754351146","85.0671659868154","75.1239765888423","78.4219045496699","85.8541887589355","84.9033594558488","75.9485685149235","75.8931696711488","86.9689640393898","86.6386648363142","82.4739191710059","84.013228981056","85.2871018310091","84.29534050244","80.2842547003902","81.0546391425441","86.5019583630918","84.4100405849628","77.5638182673288","80.1662329868297","84.7187879654899","84.2027005579934","73.3465412528953","78.2401615256694","84.9081550569677","86.4927705864408"
"67","Surat Thani","77.3088754640592","79.1523202215875","82.2907138037515","82.3459882802896","76.3571468788983","80.5228974491288","81.680519897621","81.3587673694103","77.1775542216979","81.2723241330305","81.204440330292","82.1957023193786","76.3332188123868","81.3080557087362","81.9691765991958","81.6717921970608","77.0288374218352","78.5699873704177","82.1057916721264","82.8776860537229","79.2769033347532","81.1895352165738","81.5254525271329","82.4827727071055","79.7667636826878","81.9092993302779","81.4006869909647","82.5952747718438","77.7269295201157","79.8118367495237","82.2096412498634","82.6777787108522","74.8073456148445","78.6926434745878","81.6244079483139","81.9426069593096","76.2067083878951","78.5874386144963","82.1655150860339","82.0137177980863","76.6485489709672","78.5816298887168","82.9878806400966","84.0178372176377","79.8561187690788","81.3060559626226","81.4344519034966","81.1551103125086","78.4434315785939","78.6349170747059","82.0259939807278","81.7156046220473","77.3783997666864","79.6937899645114","80.5281147056526","82.0455831781134","77.0669799840256","79.3139565741266","80.9514070457512","83.4665219500349"
"68","Surin","81.6449765692224","79.2892115147612","84.2142343865686","85.7482412578343","76.0495863405419","78.2347841774111","84.2800633479387","86.5346909836456","76.706067455028","80.483251667986","82.3410546940801","85.4437524599906","76.7128336075766","81.0110292723685","81.4726970745967","84.183987666399","76.4603676369881","73.7283083130985","83.5885930783821","87.5645546746421","83.1362706816465","82.3977098235254","83.9354378938119","85.5142614391301","82.9302394499404","80.9332195480572","80.3327449229492","85.5221005486441","79.5364453746259","78.0192950025676","84.2356810669799","86.9897713650079","74.7309902231176","75.0472449952535","83.7607890331384","86.9983532267572","79.7255277922659","75.6649071916463","84.1319391366207","87.1183600503525","80.4808555564495","71.81824153583","85.5541906334581","87.5208329465284","84.8744176895746","82.7031104125621","84.6817553704713","86.6229196606261","82.9382369168155","79.4810428293342","83.9061681540696","86.0218370744398","80.1276748378609","74.75282046178","82.4794988787813","85.8422260262194","76.9903166103289","73.7342933315405","84.9461386431625","87.9390497718935"
"69","Tak","78.5051061969431","81.0798321284176","87.8484909198576","84.0256806212815","74.7751652730071","80.5352219426696","87.1869464768548","85.7584018046531","76.0724096790105","81.939913631495","86.5985477262501","85.2467666608357","72.9465758343492","83.8392235665619","87.908483509654","84.3706352815342","76.6582952650627","77.7589241010212","86.998761817985","87.3849235076551","80.3759028645458","84.2318042229468","87.3887719601462","85.3714730612951","80.8327160982833","84.3814438077649","87.0380577545519","85.8292591015681","78.8323454177774","80.2549885727058","87.9846431740988","86.9916176828997","74.380955943518","78.9588087932067","88.1854137394224","86.6373791859827","75.728350615116","78.8526189156548","87.4992883959764","86.5581209213574","80.2621654895198","76.2959798412015","88.4520512728438","87.809779372006","83.0543068466598","84.0342142224037","87.2785780952929","85.9421985969807","81.0071052040294","81.8496913484099","88.6439141059858","85.1003823577669","80.9144324228523","80.8036152382279","87.1656497708644","85.5729017191616","76.3599609774383","77.3806359553172","87.0224209888978","87.2039875004087"
"70","Trang","80.4788433089202","81.0861353448636","85.9920091640905","84.1787670938343","76.2246599399287","79.9458198753221","85.5571213718666","84.9156853045206","78.5152687303948","80.5270157113715","84.9723482903923","84.6325113194372","74.9712185208458","82.2073191305867","85.4400149805014","83.771904808795","80.4459381008505","77.9156092243503","84.4374309364024","86.5382573375963","80.7938465927587","83.5630031599945","85.6784323672132","85.2676333407239","82.1239590262812","80.1342190639168","83.5996804195798","85.8897733628972","81.3593725740489","80.2329035593098","86.0613876357025","86.9334936035081","76.6838733677846","78.2751823194099","85.4611222895412","86.6640938251728","78.3589438014428","79.3262823761227","85.594682714859","87.3374067760197","82.0234609424152","76.7202756223762","86.5871762789944","87.2941450734216","83.146931228226","83.4759642306874","85.6239548917131","85.8225473425309","80.9208429383262","81.6535286719297","86.6534548720268","85.068456937189","82.7446215428867","78.1103698426433","85.038812499563","85.4568341066353","80.174356333098","79.2710925933977","86.1970719447914","86.3164427437789"
"71","Trat","78.9531962819619","81.0004671908841","81.4782834194674","85.4350724097526","78.0756024854805","79.8178439577814","82.1179541748349","85.7671441710822","79.399022808012","80.3849166165091","81.544747409254","86.1020270659192","78.6866816328697","83.0067902945843","79.6075257197465","84.6048969835338","77.1968532474128","75.230926717626","81.6484549456304","85.5744921127168","80.3423221776981","81.5048049523885","81.0073938766328","85.1552359099435","81.1741862659014","81.2110948241583","78.9525897375428","84.5340522463959","81.1715704637785","79.2229577369816","79.6091753648059","85.6071010362984","77.315327415844","77.498091719725","79.9455676768086","87.1211053036227","78.9739990561709","76.1839260516781","83.0614654389938","86.6880101685476","79.9308051584578","73.3570439064857","79.8926912081124","85.2840216343946","83.9139013913598","81.5800483804331","81.8015721462741","85.8901128750037","81.7167804554351","79.2691490626571","80.0933728529675","85.6058813378363","79.9087542870651","76.3515946668367","80.793048835981","86.5951093654822","77.047704765899","77.8204281218374","83.949773690252","87.2538135868488"
"72","Ubon Ratchathani","76.9208405124795","80.9037498601613","83.8874483586616","84.7893416975922","76.4220709553285","80.2692895921155","83.483368785526","85.0703094301249","76.6403115305234","81.7023568736322","84.0716409658064","86.0076379801164","77.9216701739067","82.9502027607216","82.4414095815694","85.2254418949339","76.7595822444167","77.1816171261964","84.0317956426213","85.5421950307559","79.6973286798992","82.1006610907267","83.513211101844","84.7266059915749","80.7378192992198","83.3131090229608","83.2339808280361","84.6383397547739","79.4331894457707","79.6237673864306","83.5038881427695","85.9110656375936","74.9958791338569","78.9181009995487","83.6930350401785","86.1421869121944","77.5579653012721","77.4536019344548","85.1354980670053","85.5702707597637","78.2107637350037","74.9018677415403","83.7949838462166","86.2500821921315","82.5393143908015","82.2312113242707","83.9634800108253","84.9036235155091","80.5580094806332","78.7998518058891","83.7041069121348","84.9551428339412","78.5669013017505","78.6288033102098","83.6117776553675","85.7512335764702","75.2977226210353","78.2579324297876","84.9671513902166","86.8219355379372"
"73","Udon Thani","76.8456368354059","79.7694752970049","83.8024148479585","84.3655100730157","75.7037290470575","79.8415960045271","83.6532459782016","85.4096696607528","76.4536795872514","81.3089866104946","83.5720033368757","85.7347619641211","77.4144815547492","82.3327461119621","82.8490059637254","84.4110478739585","76.0209794895623","77.2795639571323","84.1845445048424","86.005050653027","80.9627473892704","81.7456039182602","83.4306089801173","83.9478074658302","81.018170883835","83.4613632366221","82.9930410046732","84.4907823008876","79.2158022316553","79.572128611739","83.5928193953729","85.9086746831094","74.2906696688744","78.40703945365","84.2514625949244","85.9030497397146","77.7562286582044","76.7085969207107","85.0719206256251","85.7055532393917","77.6174389992991","74.4540432099373","84.8296495191512","86.5723609678207","82.8865787506103","82.3861450400404","84.3664145500429","84.890372633165","80.5941901217225","79.1101001985611","84.4920045237387","84.799268094955","77.6953962879796","78.685439021613","83.6476669742215","85.5623859836209","75.7043447227888","77.3092371745776","85.0081674175877","86.9831707000732"
"74","Uthai Thani","82.330348866881","82.1706789340104","81.7595730994685","85.5301839473746","81.3148628301359","81.2706159978414","82.3401049739573","85.4142678650836","82.3487290813821","82.5261657368566","82.174740736274","85.4854914322239","81.2393072385808","82.5715874984182","78.2689885345067","82.8482794326459","81.4055020797019","78.0045514802285","78.9212370384604","85.148270613111","83.2843297197128","82.3544875968151","80.5754497219438","84.5110486317104","82.6371773379627","80.587631113924","77.700388998249","84.5016760428551","83.0611303160407","80.3867240583322","79.5006823480923","85.0649686699497","79.7770885485722","77.5040025615394","78.5210454091099","86.5685300671767","81.6822732399412","78.0366592407226","81.3354406813182","86.5555708912951","82.6362717861683","76.9504474952923","79.7487225205544","85.2851691921179","85.5163546792576","83.1310692529815","81.8071281798202","84.9586736550164","83.4069388335795","81.9006006886665","79.7698357548688","85.3522924546485","82.57283342459","77.3066577406389","78.7198531457104","86.174990399459","81.4043326783271","80.4194214878418","83.5381269506709","86.777333849101"
"75","Uttaradit","80.8649924231964","80.9228691422052","78.225843298088","85.3375918119856","79.7652143706781","78.9009667356423","79.8041187119715","85.1993039844106","81.3152835660768","78.5274270412605","79.4853837281755","84.8864358883459","79.5153379693386","82.1979674009058","77.3059182954066","84.4127627326447","78.1154890757934","74.3545872018561","78.6240509866511","84.5925922208619","80.8655921615058","80.2759090682835","79.862561398108","84.5386065288655","81.3829783269888","77.9725928050415","76.5534337145611","83.9059302913332","82.4475223405461","78.6298800693747","76.9099490397185","84.47360395413","78.958166575509","76.6712345481305","78.4002830579443","87.1941516654005","79.5869204993387","75.5275323787553","78.8358537340627","86.3423356065472","81.6957933493802","74.2154152435006","77.9769063523672","84.740998903293","83.8894507472955","80.9236359309224","81.0130057899697","85.5597478959167","81.9547373478467","78.6981324056977","77.0003824696958","85.317434573868","80.9929520319966","75.8634096756722","80.3029398964447","86.3724107871936","78.9871227943396","77.5991929582022","82.6736739834536","86.2615950167757"
"76","Yala","81.1217099076611","81.6277852850445","79.2994204537343","85.8989543332892","79.7238828928457","78.64838652961","79.5174673112772","86.6847071372856","79.8576634466311","79.9311305978204","80.5328630738339","87.1915864847474","81.1386753319347","83.3830604337703","79.3264323994265","85.8355049327268","78.0504154011354","74.2752478044585","81.4522945953628","86.1875091164799","82.8007124776894","81.4143478436659","80.3509072449248","84.1960523573019","82.0500085776808","81.3127163773876","78.3911292350898","84.8497352729409","83.5704400402005","79.4241868444755","79.2391191514872","85.9293442871611","79.3262127461406","77.4454678594729","79.9470783912529","88.3654788647668","81.6098828030171","75.1772559731693","82.0376590017545","87.7839657928984","80.7150589032362","70.7298432237011","79.1958595437519","86.5808281720695","85.3062833150228","82.6659144730218","81.4890839140294","86.379391324318","84.1095842954129","79.1276987884004","77.9407333438679","86.3629226555258","81.3166605415991","76.1726166590459","81.0832809512898","86.8801578327761","78.190557464772","78.1796853922181","84.1815680261386","87.7411409604347"
"77","Yasothon","85.1931687722404","84.2177815115892","83.0762331017881","86.5904073564351","84.5064889114943","81.5938646899035","82.106463264736","86.8599555564773","84.3498124765062","82.9038214126985","83.0630743394503","87.1030094608276","83.679292315412","83.5819423186808","80.8890301067129","85.6706883209085","83.0905125066054","75.9540058574701","81.9761276587608","85.8772130039014","84.9771392200346","83.7905263749898","83.4832742331425","86.7764024184065","84.9689865460232","81.9005860079553","80.1309822754454","85.3461233777539","86.3059780049633","82.2101729753029","82.279796243988","86.5279123747436","83.0280568923504","79.3582033970357","84.324903213351","88.3581363927508","83.5243653461466","77.4028677275093","81.446207826899","87.9601592870796","85.1635344713115","76.6775443359914","81.4085252777334","84.7868886623896","86.5585880178968","84.0191735154427","84.4580836375588","87.2862275031042","85.7093815721303","81.878651534558","82.4535952401294","86.5845044997575","84.9762116554916","78.3862358942422","84.9521956034021","87.8456968329513","84.9525176438746","82.5206370751233","85.3773324574197","87.1267283481632"
